"state","county","fips_code","geographic_coordinates","days_with_maximum_temperature_above_35_c","days_with_maximum_temperature_above_40c","maximum_of_maximum_temperatures","drought_annualized_frequency","wildfire_annualized_frequency"
"CA","Los Angeles","06037408629","+33.9780615,-117.9603912","22.29030037","14.8164587","2.314508677","71.16666667","0.001293452"
"CA","Los Angeles","06037408630","+34.0065040,-117.9561887","33.24160767","21.9909687","2.759466171","71.16666667","0"
"CA","Los Angeles","06037408631","+34.0002603,-117.9583769","27.94767772","18.52276602","2.544370955","71.16666667","4.90843e-06"
"CA","Los Angeles","06037408703","+33.9591947,-117.8885626","22.29030037","14.8164587","2.314508677","71.16666667","0.006834931"
"CA","Los Angeles","06037408704","+33.9823300,-117.8934924","22.29030037","14.8164587","2.314508677","71.16666667","0.000134363"
"CA","Los Angeles","06037408705","+33.9818656,-117.8795993","22.29030037","14.8164587","2.314508677","71.16666667","5.46471e-06"
"CA","Los Angeles","06037408706","+33.9765828,-117.8687084","22.29030037","14.8164587","2.314508677","71.16666667","0.00073699"
"CA","Los Angeles","06037408722","+33.9700289,-117.9023573","22.29030037","14.8164587","2.314508677","71.16666667","0.002154313"
"CA","Los Angeles","06037408723","+33.9780062,-117.9008838","22.29030037","14.8164587","2.314508677","71.16666667","4.48262e-05"
"CA","Los Angeles","06037408724","+33.9841386,-117.9033277","22.29030037","14.8164587","2.314508677","71.16666667","2.29307e-05"
"CA","Los Angeles","06037408800","+34.0577434,-117.7503192","33.24160767","21.9909687","2.759466171","71.16666667","4.06871e-06"
"CA","Los Angeles","06037430002","+34.1393519,-117.9554107","33.24160767","21.9909687","2.759466171","71.16666667","0"
"CA","Los Angeles","06037430003","+34.1722232,-117.9422558","33.24160767","21.9909687","2.759466171","71.16666667","0.037190537"
"CA","Los Angeles","06037430101","+34.1375469,-117.9755668","33.24160767","21.9909687","2.759466171","71.16666667","1.58465e-05"
"CA","Los Angeles","06037430102","+34.1286230,-117.9799552","33.24160767","21.9909687","2.759466171","71.16666667","9.45809e-06"
"CA","Los Angeles","06037430200","+34.1531592,-117.9688184","33.24160767","21.9909687","2.759466171","71.16666667","0.020265057"
"CA","Los Angeles","06037430301","+34.1747468,-117.9882851","32.10534961","20.43951395","2.717168223","73.11111111","0.032599761"
"CA","Los Angeles","06037430302","+34.1531820,-118.0038011","31.1691884","19.16127284","2.682319011","73.11111111","6.95072e-06"
"CA","Los Angeles","06037430400","+34.1632548,-118.0252477","29.77943993","17.26370049","2.630584717","73.11111111","0.006212499"
"CA","Los Angeles","06037430501","+34.1748536,-118.0567151","29.77943993","17.26370049","2.630584717","73.11111111","0.012901951"
"CA","Los Angeles","06037430502","+34.1620530,-118.0529190","29.77943993","17.26370049","2.630584717","73.11111111","0.00015279"
"CA","Los Angeles","06037430600","+34.1553775,-118.0470542","29.77943993","17.26370049","2.630584717","73.11111111","7.24984e-05"
"CA","Los Angeles","06037430701","+34.1422654,-118.0608911","29.77943993","17.26370049","2.630584717","73.11111111","0.000139742"
"CA","Los Angeles","06037430721","+34.1378016,-118.0417222","29.77943993","17.26370049","2.630584717","73.11111111","0.000124759"
"CA","Los Angeles","06037430723","+34.1300364,-118.0586171","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037430724","+34.1270540,-118.0591183","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037430801","+34.1384568,-118.0267442","29.77943993","17.26370049","2.630584717","73.11111111","2.8905e-06"
"CA","Los Angeles","06037430802","+34.1278975,-118.0195541","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037430803","+34.1156128,-118.0227522","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037430901","+34.1416685,-118.0115108","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037430902","+34.1348189,-118.0144844","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037431001","+34.1484127,-118.0051354","30.9736563","18.89429193","2.675040201","73.11111111","4.7673e-06"
"CA","Los Angeles","06037431002","+34.1447913,-117.9843329","33.24160767","21.9909687","2.759466171","71.16666667","2.86772e-05"
"CA","Los Angeles","06037431100","+34.1360755,-117.9971918","32.06537233","20.38492869","2.715680043","71.16666667","1.13073e-05"
"CA","Los Angeles","06037431200","+34.1233883,-117.9954710","32.52060371","21.00650483","2.732626328","71.16666667","4.29003e-06"
"CA","Los Angeles","06037431300","+34.1251612,-118.0066851","29.77943993","17.26370049","2.630584717","71.16666667","3.01412e-10"
"CA","Los Angeles","06037431400","+34.1116113,-118.0106391","29.77943993","17.26370049","2.630584717","71.16666667","2.27716e-06"
"CA","Los Angeles","06037431501","+34.0981939,-118.0327899","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037431502","+34.1024524,-118.0204000","29.77943993","17.26370049","2.630584717","71.16666667","5.47782e-05"
"CA","Los Angeles","06037431600","+34.1100947,-118.0426347","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037431700","+34.1213014,-118.0421452","29.77943993","17.26370049","2.630584717","73.11111111","1.38189e-05"
"CA","Los Angeles","06037431800","+34.1196211,-118.0611057","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037431900","+34.1103131,-118.0600630","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037432000","+34.1023093,-118.0547526","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037432101","+34.0958571,-118.0429074","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432102","+34.0927124,-118.0587854","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037432201","+34.0871355,-118.0827115","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037432202","+34.0859512,-118.0708948","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037432300","+34.0866395,-118.0460653","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432401","+34.0905474,-118.0220588","29.77943993","17.26370049","2.630584717","71.16666667","5.59297e-05"
"CA","Los Angeles","06037432402","+34.0848582,-118.0271968","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432500","+34.0966686,-118.0058397","30.48079435","18.22133476","2.656693093","71.16666667","3.45192e-07"
"CA","Los Angeles","06037432601","+34.0820032,-118.0143396","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432602","+34.0814708,-118.0052966","29.8273554","17.32912461","2.632368402","71.16666667","0"
"CA","Los Angeles","06037432700","+34.0755467,-118.0339351","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432801","+34.0769216,-118.0467069","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432802","+34.0788602,-118.0533005","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432901","+34.0766629,-118.0708582","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037432902","+34.0786952,-118.0599559","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433101","+34.0686907,-118.0605567","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433102","+34.0649651,-118.0584597","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433200","+34.0678011,-118.0367895","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433302","+34.0629878,-118.0143495","29.77943993","17.26370049","2.630584717","71.16666667","5.71798e-05"
"CA","Los Angeles","06037433304","+34.0708986,-118.0198960","29.77943993","17.26370049","2.630584717","71.16666667","1.29798e-06"
"CA","Los Angeles","06037433305","+34.0703231,-118.0127105","29.77943993","17.26370049","2.630584717","71.16666667","1.22385e-05"
"CA","Los Angeles","06037433306","+34.0715068,-118.0077568","29.77943993","17.26370049","2.630584717","71.16666667","9.72874e-07"
"CA","Los Angeles","06037433307","+34.0685045,-118.0061894","29.77943993","17.26370049","2.630584717","71.16666667","6.03356e-05"
"CA","Los Angeles","06037433401","+34.0596017,-118.0426123","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433402","+34.0595281,-118.0346511","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433403","+34.0627564,-118.0270375","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433501","+34.0572554,-118.0651222","29.77943993","17.26370049","2.630584717","71.16666667","1.84446e-05"
"CA","Los Angeles","06037433503","+34.0549360,-118.0487816","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433504","+34.0585512,-118.0551094","29.77943993","17.26370049","2.630584717","71.16666667","7.95674e-06"
"CA","Los Angeles","06037433601","+34.0670912,-118.0761336","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433602","+34.0592472,-118.0747627","29.77943993","17.26370049","2.630584717","71.16666667","7.67118e-05"
"CA","Los Angeles","06037433700","+34.0468938,-118.0588991","29.77943993","17.26370049","2.630584717","71.16666667","0.000232772"
"CA","Los Angeles","06037433801","+34.0494754,-118.0364142","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433802","+34.0344665,-118.0601170","29.77943993","17.26370049","2.630584717","71.16666667","0.00070293"
"CA","Los Angeles","06037433901","+34.0587041,-118.0200912","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037433902","+34.0525708,-118.0268687","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037434001","+34.0520775,-118.0141173","29.77943993","17.26370049","2.630584717","71.16666667","2.60435e-05"
"CA","Los Angeles","06037434003","+34.0464413,-118.0226938","29.77943993","17.26370049","2.630584717","71.16666667","1.4883e-05"
"CA","Los Angeles","06037434004","+34.0402202,-118.0321896","29.77943993","17.26370049","2.630584717","71.16666667","0.000114841"
"CA","Los Angeles","06037460000","+34.1729248,-118.0858736","29.77943993","17.26370049","2.630584717","73.11111111","0.008497831"
"CA","Los Angeles","06037460100","+34.1920485,-118.1161844","29.77943993","17.26370049","2.630584717","73.11111111","0.007132527"
"CA","Los Angeles","06037460200","+34.2022911,-118.1374464","29.77943993","17.26370049","2.630584717","73.11111111","0.005962715"
"CA","Los Angeles","06037460301","+34.2084457,-118.1543957","29.77943993","17.26370049","2.630584717","73.11111111","0.011049593"
"CA","Los Angeles","06037460302","+34.1943756,-118.1576938","29.77943993","17.26370049","2.630584717","73.11111111","0.000117704"
"CA","Los Angeles","06037460401","+34.2171550,-118.1794145","29.77943993","17.26370049","2.630584717","73.11111111","0.008089183"
"CA","Los Angeles","06037460501","+34.2181704,-118.1926568","29.77943993","17.26370049","2.630584717","73.11111111","0.005554658"
"CA","Los Angeles","06037460502","+34.2062405,-118.1950103","29.77943993","17.26370049","2.630584717","73.11111111","7.33585e-05"
"CA","Los Angeles","06037460600","+34.2263088,-118.2182170","29.77943993","17.26370049","2.630584717","73.11111111","0.006413897"
"CA","Los Angeles","06037460700","+34.1933667,-118.1988193","29.77943993","17.26370049","2.630584717","73.11111111","0.001868644"
"CA","Los Angeles","06037460800","+34.1648035,-118.1823685","29.77943993","17.26370049","2.630584717","73.11111111","0.001840538"
"CA","Los Angeles","06037460900","+34.1761857,-118.1602397","29.77943993","17.26370049","2.630584717","73.11111111","0.000118899"
"CA","Los Angeles","06037461000","+34.1870169,-118.1608413","29.77943993","17.26370049","2.630584717","73.11111111","3.94703e-06"
"CA","Los Angeles","06037461100","+34.1851953,-118.1397371","29.77943993","17.26370049","2.630584717","73.11111111","5.06588e-05"
"CA","Los Angeles","06037461200","+34.1809681,-118.1154324","29.77943993","17.26370049","2.630584717","73.11111111","9.52753e-05"
"CA","Los Angeles","06037461300","+34.1740052,-118.1117330","29.77943993","17.26370049","2.630584717","73.11111111","9.99193e-06"
"CA","Los Angeles","06037461400","+34.1723185,-118.1246769","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037461501","+34.1741653,-118.1372076","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037461502","+34.1752067,-118.1462036","29.77943993","17.26370049","2.630584717","73.11111111","1.24343e-05"
"CA","Los Angeles","06037461600","+34.1634652,-118.1559426","29.77943993","17.26370049","2.630584717","73.11111111","2.43319e-05"
"CA","Los Angeles","06037461700","+34.1583127,-118.1655566","29.77943993","17.26370049","2.630584717","73.11111111","0.000212591"
"CA","Los Angeles","06037461901","+34.1544547,-118.1488613","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037461902","+34.1487579,-118.1481178","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037462001","+34.1633689,-118.1438322","29.77943993","17.26370049","2.630584717","73.11111111","5.18468e-06"
"CA","Los Angeles","06037462002","+34.1633406,-118.1483611","29.77943993","17.26370049","2.630584717","73.11111111","9.27903e-06"
"CA","Los Angeles","06037462100","+34.1634006,-118.1369963","29.77943993","17.26370049","2.630584717","73.11111111","4.44189e-06"
"CA","Los Angeles","06037462201","+34.1548928,-118.1369525","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037462202","+34.1489289,-118.1369288","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037462301","+34.1549547,-118.1270027","29.77943993","17.26370049","2.630584717","73.11111111","3.43011e-05"
"CA","Los Angeles","06037462302","+34.1490435,-118.1268012","29.77943993","17.26370049","2.630584717","73.11111111","3.14501e-05"
"CA","Los Angeles","06037462400","+34.1651965,-118.1262387","29.77943993","17.26370049","2.630584717","73.11111111","5.53917e-06"
"CA","Los Angeles","06037462500","+34.1655638,-118.1005901","29.77943993","17.26370049","2.630584717","73.11111111","1.54153e-06"
"CA","Los Angeles","06037462600","+34.1609655,-118.1135074","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037462700","+34.1519261,-118.1144868","29.77943993","17.26370049","2.630584717","73.11111111","4.3508e-06"
"CA","Los Angeles","06037462800","+34.1522193,-118.1012712","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037462900","+34.1537400,-118.0900164","29.77943993","17.26370049","2.630584717","73.11111111","3.08381e-06"
"CA","Los Angeles","06037463000","+34.1552247,-118.0751792","29.77943993","17.26370049","2.630584717","73.11111111","4.92161e-06"
"CA","Los Angeles","06037463101","+34.1401862,-118.0699478","29.77943993","17.26370049","2.630584717","73.11111111","2.56448e-05"
"CA","Los Angeles","06037463102","+34.1368435,-118.0800613","29.77943993","17.26370049","2.630584717","73.11111111","1.73986e-05"
"CA","Los Angeles","06037463200","+34.1403972,-118.0894888","29.77943993","17.26370049","2.630584717","73.11111111","3.96349e-05"
"CA","Los Angeles","06037463300","+34.1392184,-118.1025170","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037463400","+34.1413741,-118.1123757","29.77943993","17.26370049","2.630584717","73.11111111","3.50502e-05"
"CA","Los Angeles","06037463500","+34.1384503,-118.1269528","29.77943993","17.26370049","2.630584717","73.11111111","9.54561e-05"
"CA","Los Angeles","06037463601","+34.1408642,-118.1368375","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037463602","+34.1408046,-118.1458929","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037463700","+34.1398560,-118.1562323","29.77943993","17.26370049","2.630584717","73.11111111","7.8901e-05"
"CA","Los Angeles","06037463800","+34.1341118,-118.1745514","29.77943993","17.26370049","2.630584717","73.11111111","0.000233743"
"CA","Los Angeles","06037463900","+34.1292208,-118.1565380","29.77943993","17.26370049","2.630584717","73.11111111","0.0001445"
"CA","Los Angeles","06037464000","+34.1270552,-118.1383771","29.77943993","17.26370049","2.630584717","73.11111111","0.000152918"
"CA","Los Angeles","06037464100","+34.1202462,-118.1222337","29.77943993","17.26370049","2.630584717","73.11111111","0.000160991"
"CA","Los Angeles","06037464200","+34.1273015,-118.0983767","29.77943993","17.26370049","2.630584717","73.11111111","1.94433e-05"
"CA","Los Angeles","06037480002","+34.1203670,-118.0861118","29.77943993","17.26370049","2.630584717","73.11111111","1.20811e-05"
"CA","Los Angeles","06037480011","+34.1261899,-118.0762455","29.77943993","17.26370049","2.630584717","73.11111111","6.26521e-06"
"CA","Los Angeles","06037480012","+34.1180317,-118.0740581","29.77943993","17.26370049","2.630584717","73.11111111","4.2931e-07"
"CA","Los Angeles","06037480101","+34.1092057,-118.0734404","29.77943993","17.26370049","2.630584717","73.11111111","3.33639e-07"
"CA","Los Angeles","06037480102","+34.1081896,-118.0849636","29.77943993","17.26370049","2.630584717","73.11111111","2.45658e-06"
"CA","Los Angeles","06037480201","+34.1081475,-118.1107586","29.77943993","17.26370049","2.630584717","73.11111111","3.92512e-06"
"CA","Los Angeles","06037480202","+34.1089102,-118.0972871","29.77943993","17.26370049","2.630584717","73.11111111","8.64811e-05"
"CA","Los Angeles","06037480302","+34.1012449,-118.1218022","29.77943993","17.26370049","2.630584717","73.11111111","1.16468e-05"
"CA","Los Angeles","06037480303","+34.0951421,-118.1377177","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480304","+34.0961677,-118.1316021","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480400","+34.1039997,-118.1321698","29.77943993","17.26370049","2.630584717","73.11111111","4.25633e-06"
"CA","Los Angeles","06037480500","+34.1082410,-118.1449225","29.77943993","17.26370049","2.630584717","73.11111111","5.51793e-05"
"CA","Los Angeles","06037480600","+34.1193401,-118.1551292","29.77943993","17.26370049","2.630584717","73.11111111","3.16296e-05"
"CA","Los Angeles","06037480702","+34.1049373,-118.1699079","29.77943993","17.26370049","2.630584717","73.11111111","0.000211153"
"CA","Los Angeles","06037480703","+34.1100789,-118.1627758","29.77943993","17.26370049","2.630584717","73.11111111","8.03313e-05"
"CA","Los Angeles","06037480704","+34.1057393,-118.1537015","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480802","+34.0820627,-118.1526495","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480803","+34.0909207,-118.1536066","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480804","+34.0957202,-118.1472414","29.77943993","17.26370049","2.630584717","73.11111111","3.52285e-05"
"CA","Los Angeles","06037480901","+34.0869807,-118.1401610","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480902","+34.0802793,-118.1390208","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037480903","+34.0736606,-118.1393490","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481001","+34.0876622,-118.1302887","29.77943993","17.26370049","2.630584717","73.11111111","3.87649e-05"
"CA","Los Angeles","06037481002","+34.0951879,-118.1189741","29.77943993","17.26370049","2.630584717","73.11111111","1.9077e-05"
"CA","Los Angeles","06037481101","+34.0991570,-118.1069461","29.77943993","17.26370049","2.630584717","73.11111111","1.27578e-05"
"CA","Los Angeles","06037481102","+34.0998401,-118.0944617","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481103","+34.0934580,-118.0983354","29.77943993","17.26370049","2.630584717","73.11111111","1.28628e-07"
"CA","Los Angeles","06037481201","+34.0976177,-118.0710962","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481202","+34.0980685,-118.0815165","29.77943993","17.26370049","2.630584717","73.11111111","4.58152e-06"
"CA","Los Angeles","06037481300","+34.0762772,-118.0825326","29.77943993","17.26370049","2.630584717","73.11111111","8.12926e-06"
"CA","Los Angeles","06037481401","+34.0831934,-118.1039746","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481402","+34.0830571,-118.0929535","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481500","+34.0822256,-118.1127509","29.77943993","17.26370049","2.630584717","73.11111111","0.000126061"
"CA","Los Angeles","06037481603","+34.0841555,-118.1201868","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481604","+34.0832452,-118.1260625","29.77943993","17.26370049","2.630584717","73.11111111","4.89679e-06"
"CA","Los Angeles","06037481605","+34.0719031,-118.1255878","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481606","+34.0764499,-118.1259850","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481711","+34.0661708,-118.1198426","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481712","+34.0663876,-118.1119018","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481713","+34.0679641,-118.1291575","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481714","+34.0643236,-118.1283526","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481800","+34.0638563,-118.1411350","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481901","+34.0710196,-118.1550450","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037481902","+34.0661164,-118.1501366","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482001","+34.0529634,-118.1585861","29.77943993","17.26370049","2.630584717","73.11111111","7.57456e-05"
"CA","Los Angeles","06037482002","+34.0488369,-118.1482676","29.77943993","17.26370049","2.630584717","73.11111111","9.60074e-06"
"CA","Los Angeles","06037482101","+34.0587488,-118.1353858","29.77943993","17.26370049","2.630584717","73.11111111","6.32677e-06"
"CA","Los Angeles","06037482102","+34.0506590,-118.1328703","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482201","+34.0590071,-118.1219962","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482202","+34.0589573,-118.1124273","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482301","+34.0741046,-118.0990697","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482303","+34.0691098,-118.0987440","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482304","+34.0644299,-118.0988908","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482401","+34.0674668,-118.0863199","29.77943993","17.26370049","2.630584717","73.11111111","2.60647e-05"
"CA","Los Angeles","06037482402","+34.0489168,-118.0800883","29.77943993","17.26370049","2.630584717","71.16666667","0.000216213"
"CA","Los Angeles","06037482502","+34.0589818,-118.1037641","29.77943993","17.26370049","2.630584717","73.11111111","1.88722e-05"
"CA","Los Angeles","06037482503","+34.0586251,-118.0948587","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482521","+34.0502444,-118.1001251","29.77943993","17.26370049","2.630584717","73.11111111","3.30647e-05"
"CA","Los Angeles","06037482522","+34.0409050,-118.0939478","29.77943993","17.26370049","2.630584717","71.16666667","0.00019497"
"CA","Los Angeles","06037482600","+34.0509646,-118.1143942","29.77943993","17.26370049","2.630584717","73.11111111","7.15733e-05"
"CA","Los Angeles","06037482701","+34.0376220,-118.1397485","29.77943993","17.26370049","2.630584717","73.11111111","9.68711e-06"
"CA","Los Angeles","06037482702","+34.0414853,-118.1338308","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037482800","+34.0369447,-118.1149064","29.77943993","17.26370049","2.630584717","73.11111111","0.000157743"
"CA","Los Angeles","06037500100","+33.9575548,-117.9450190","22.29030037","14.8164587","2.314508677","71.16666667","0.002309727"
"CA","Los Angeles","06037500201","+33.9569184,-117.9753443","22.29030037","14.8164587","2.314508677","71.16666667","0.001247758"
"CA","Los Angeles","06037500202","+33.9613945,-117.9940889","19.73558434","12.60617125","2.32691171","71.16666667","0.000899083"
"CA","Los Angeles","06037500300","+34.0142722,-118.0395040","29.77943993","17.26370049","2.630584717","71.16666667","0.001876356"
"CA","Los Angeles","06037500402","+34.0036044,-118.0763967","27.57523311","15.93754861","2.590513966","71.16666667","9.20922e-07"
"CA","Los Angeles","06037500403","+34.0117536,-118.0662039","29.12952653","16.87268279","2.618769801","71.16666667","5.88712e-05"
"CA","Los Angeles","06037500404","+34.0139543,-118.0739965","29.77943993","17.26370049","2.630584717","71.16666667","4.948e-06"
"CA","Los Angeles","06037500500","+34.0150450,-118.0838653","29.77943993","17.26370049","2.630584717","71.16666667","2.09823e-05"
"CA","Los Angeles","06037500600","+34.0074428,-118.0886270","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037500700","+34.0000986,-118.0983071","17.17058532","9.677635496","2.40136563","71.16666667","6.21532e-07"
"CA","Los Angeles","06037500800","+33.9831987,-118.0861015","14.47889042","8.058188438","2.352432728","71.16666667","5.71334e-05"
"CA","Los Angeles","06037500900","+33.9934787,-118.0803987","14.6846557","8.181986266","2.356173379","71.16666667","9.34175e-07"
"CA","Los Angeles","06037501001","+33.9903098,-118.0706273","14.47889042","8.058188438","2.352432728","71.16666667","4.73487e-08"
"CA","Los Angeles","06037501002","+33.9822771,-118.0620458","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501200","+33.9988447,-118.0628298","20.19684363","11.49837124","2.456380632","71.16666667","1.11582e-05"
"CA","Los Angeles","06037501300","+33.9909544,-118.0536684","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501400","+33.9819778,-118.0474017","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501501","+34.0017622,-118.0208427","20.05102162","11.41063803","2.453729703","71.16666667","0.004860136"
"CA","Los Angeles","06037501503","+33.9861018,-118.0364753","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501504","+33.9792515,-118.0369951","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501600","+33.9760214,-118.0085550","15.93577225","9.318652455","2.345359631","71.16666667","0.004079388"
"CA","Los Angeles","06037501700","+33.9618209,-118.0198835","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501802","+33.9679116,-118.0292523","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501803","+33.9717393,-118.0408524","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501804","+33.9698819,-118.0349208","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037501900","+33.9558907,-118.0274643","14.47889042","8.058188438","2.352432728","71.16666667","1.46536e-06"
"CA","Los Angeles","06037502003","+33.9631768,-118.0393767","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037502004","+33.9609046,-118.0477889","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037502005","+33.9516825,-118.0342818","14.47889042","8.058188438","2.352432728","71.16666667","1.18929e-05"
"CA","Los Angeles","06037502100","+33.9726429,-118.0522351","14.47889042","8.058188438","2.352432728","71.16666667","0"
"CA","Los Angeles","06037502200","+33.9775294,-118.0729448","14.47889042","8.058188438","2.352432728","71.16666667","1.01395e-05"
"CA","Los Angeles","06037502301","+33.9680887,-118.0787046","14.47889042","8.058188438","2.352432728","71.16666667","9.11897e-06"
"CA","Los Angeles","06037502302","+33.9660089,-118.0683122","14.47889042","8.058188438","2.352432728","71.16666667","0"
