"state","county","fips_code","geographic_coordinates","days_with_maximum_temperature_above_35_c","days_with_maximum_temperature_above_40c","maximum_of_maximum_temperatures","drought_annualized_frequency","wildfire_annualized_frequency"
"CA","Los Angeles","06037189902","+34.0961801,-118.3490051","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037189903","+34.1025152,-118.3477123","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037189904","+34.0997191,-118.3467929","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037189905","+34.1006030,-118.3515882","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190100","+34.0994853,-118.3416948","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190201","+34.1033578,-118.3297140","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190202","+34.1034022,-118.3355353","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190301","+34.1037946,-118.3151970","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190401","+34.1035718,-118.3027866","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190402","+34.1035491,-118.3071514","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190510","+34.0999771,-118.3113901","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190520","+34.0999328,-118.3038048","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190700","+34.0986626,-118.3336722","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190801","+34.0943767,-118.3244586","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190802","+34.0943604,-118.3299158","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190901","+34.0944222,-118.3124771","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037190902","+34.0943950,-118.3190130","29.77943993","17.26370049","2.630584717","73.11111111","2.44482e-07"
"CA","Los Angeles","06037191000","+34.1009548,-118.3216770","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191110","+34.0965841,-118.3049408","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191120","+34.0929287,-118.3047940","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191201","+34.0985767,-118.2961735","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191203","+34.0931674,-118.2939076","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191204","+34.0930661,-118.2982812","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191301","+34.0923345,-118.2865853","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191302","+34.0962277,-118.2884036","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191410","+34.0887621,-118.2881169","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191420","+34.0851215,-118.2881029","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191500","+34.0872608,-118.2960370","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191610","+34.0863828,-118.3059569","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191620","+34.0885866,-118.3027253","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191710","+34.0855323,-118.3192272","29.77943993","17.26370049","2.630584717","73.11111111","2.0407e-05"
"CA","Los Angeles","06037191720","+34.0887897,-118.3123611","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191810","+34.0889240,-118.3277122","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191820","+34.0852963,-118.3277048","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191901","+34.0906829,-118.3383611","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037191902","+34.0837728,-118.3388222","29.77943993","17.26370049","2.630584717","73.11111111","3.68968e-08"
"CA","Los Angeles","06037192001","+34.0852271,-118.3472967","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192002","+34.0835415,-118.3553201","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192300","+34.0797430,-118.3284923","29.77943993","17.26370049","2.630584717","73.11111111","4.51546e-05"
"CA","Los Angeles","06037192410","+34.0798577,-118.3181008","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192420","+34.0798801,-118.3113323","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192510","+34.0798690,-118.3068568","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192520","+34.0799255,-118.3024972","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192610","+34.0813650,-118.2961539","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192620","+34.0776717,-118.2960541","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037192700","+34.0800134,-118.2881064","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037194101","+34.1114184,-118.3530199","29.77943993","17.26370049","2.630584717","73.11111111","0.000934251"
"CA","Los Angeles","06037194102","+34.1166590,-118.3650891","29.77943993","17.26370049","2.630584717","73.11111111","0.001153913"
"CA","Los Angeles","06037194200","+34.1035086,-118.3749964","29.77943993","17.26370049","2.630584717","73.11111111","0.000579763"
"CA","Los Angeles","06037194300","+34.1016653,-118.3875164","29.77943993","17.26370049","2.630584717","73.11111111","0.0002032"
"CA","Los Angeles","06037194401","+34.0843098,-118.3642238","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037194402","+34.0850407,-118.3719012","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037194500","+34.0781753,-118.3695958","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195100","+34.1022274,-118.2669741","29.77943993","17.26370049","2.630584717","73.11111111","1.68801e-05"
"CA","Los Angeles","06037195201","+34.1087422,-118.2785167","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195202","+34.1029474,-118.2785412","29.77943993","17.26370049","2.630584717","73.11111111","2.48749e-05"
"CA","Los Angeles","06037195300","+34.0992506,-118.2836893","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195400","+34.0916921,-118.2740532","29.77943993","17.26370049","2.630584717","73.11111111","5.14899e-06"
"CA","Los Angeles","06037195500","+34.0881864,-118.2646124","29.77943993","17.26370049","2.630584717","73.11111111","9.46368e-06"
"CA","Los Angeles","06037195600","+34.0808254,-118.2655482","29.77943993","17.26370049","2.630584717","73.11111111","2.09134e-08"
"CA","Los Angeles","06037195710","+34.0747292,-118.2686024","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195720","+34.0737627,-118.2633783","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195802","+34.0756705,-118.2776959","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195803","+34.0818094,-118.2769285","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195804","+34.0787744,-118.2728192","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195901","+34.0887786,-118.2823148","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195902","+34.0871531,-118.2791664","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037195903","+34.0808128,-118.2824401","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037197200","+34.0907632,-118.2343586","29.77943993","17.26370049","2.630584717","73.11111111","0.000112454"
"CA","Los Angeles","06037197300","+34.0811373,-118.2520467","29.77943993","17.26370049","2.630584717","73.11111111","1.96934e-05"
"CA","Los Angeles","06037197410","+34.0929176,-118.2504362","29.77943993","17.26370049","2.630584717","73.11111111","0.000111254"
"CA","Los Angeles","06037197420","+34.0832000,-118.2571856","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037197500","+34.0726632,-118.2572428","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037197600","+34.0683315,-118.2519864","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037197700","+34.0685435,-118.2457754","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037199000","+34.0800585,-118.2197131","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037199110","+34.0793615,-118.1974040","29.77943993","17.26370049","2.630584717","73.11111111","0.00060915"
"CA","Los Angeles","06037199120","+34.0700703,-118.1996896","29.77943993","17.26370049","2.630584717","73.11111111","4.42016e-05"
"CA","Los Angeles","06037199201","+34.0762204,-118.2119070","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037199202","+34.0812835,-118.2032952","29.77943993","17.26370049","2.630584717","73.11111111","0.000171592"
"CA","Los Angeles","06037199300","+34.0941911,-118.2003961","29.77943993","17.26370049","2.630584717","73.11111111","0.000663128"
"CA","Los Angeles","06037199400","+34.0896162,-118.2093313","29.77943993","17.26370049","2.630584717","73.11111111","5.64074e-06"
"CA","Los Angeles","06037199700","+34.0678503,-118.2202429","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037199800","+34.0706563,-118.2103403","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037199900","+34.0650794,-118.2115758","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037201110","+34.0948042,-118.1743334","29.77943993","17.26370049","2.630584717","73.11111111","0.000239592"
"CA","Los Angeles","06037201120","+34.0949515,-118.1636768","29.77943993","17.26370049","2.630584717","73.11111111","2.0981e-06"
"CA","Los Angeles","06037201200","+34.0887082,-118.1785407","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037201301","+34.0882239,-118.1878082","29.77943993","17.26370049","2.630584717","73.11111111","9.56743e-05"
"CA","Los Angeles","06037201302","+34.0978820,-118.1838819","29.77943993","17.26370049","2.630584717","73.11111111","0.000501449"
"CA","Los Angeles","06037201401","+34.0781950,-118.1854971","29.77943993","17.26370049","2.630584717","73.11111111","0.000907949"
"CA","Los Angeles","06037201402","+34.0689106,-118.1877681","29.77943993","17.26370049","2.630584717","73.11111111","0.000413204"
"CA","Los Angeles","06037201501","+34.0865636,-118.1646555","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037201503","+34.0851726,-118.1739007","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037201504","+34.0808280,-118.1737920","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037201601","+34.0726971,-118.1774624","29.77943993","17.26370049","2.630584717","73.11111111","5.68255e-05"
"CA","Los Angeles","06037201602","+34.0771500,-118.1678921","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037201700","+34.0674315,-118.1708887","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203100","+34.0590790,-118.1964766","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203200","+34.0526028,-118.1968646","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203300","+34.0588723,-118.2077883","29.77943993","17.26370049","2.630584717","73.11111111","1.46595e-05"
"CA","Los Angeles","06037203500","+34.0572260,-118.2185819","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203600","+34.0513395,-118.2095139","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203710","+34.0498932,-118.2009322","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203720","+34.0468935,-118.2031501","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037203800","+34.0449856,-118.1955756","29.77943993","17.26370049","2.630584717","73.11111111","6.63344e-06"
"CA","Los Angeles","06037203900","+34.0333782,-118.1944844","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204110","+34.0387869,-118.1987145","29.77943993","17.26370049","2.630584717","73.11111111","4.26227e-05"
"CA","Los Angeles","06037204120","+34.0338905,-118.2011680","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204200","+34.0436195,-118.2050757","29.77943993","17.26370049","2.630584717","73.11111111","6.36921e-07"
"CA","Los Angeles","06037204300","+34.0387492,-118.2078724","29.77943993","17.26370049","2.630584717","73.11111111","1.13291e-05"
"CA","Los Angeles","06037204410","+34.0461881,-118.2152707","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204420","+34.0445316,-118.2116197","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204600","+34.0366414,-118.2158297","29.77943993","17.26370049","2.630584717","73.11111111","1.14623e-05"
"CA","Los Angeles","06037204700","+34.0309821,-118.2124515","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204810","+34.0285553,-118.2030018","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204820","+34.0238161,-118.2058412","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037204910","+34.0248828,-118.1955701","29.77943993","17.26370049","2.630584717","73.11111111","4.21925e-05"
"CA","Los Angeles","06037204920","+34.0175004,-118.1974975","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037205110","+34.0245059,-118.2142985","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037205120","+34.0187546,-118.2117956","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037206010","+34.0689800,-118.2302769","29.77943993","17.26370049","2.630584717","73.11111111","2.06076e-05"
"CA","Los Angeles","06037206020","+34.0571168,-118.2311153","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037206031","+34.0320283,-118.2331623","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037206032","+34.0462590,-118.2246242","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037206050","+34.0299036,-118.2244531","29.77943993","17.26370049","2.630584717","73.11111111","3.52994e-07"
"CA","Los Angeles","06037206200","+34.0469940,-118.2415978","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037206300","+34.0411108,-118.2432134","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207101","+34.0612027,-118.2448177","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207102","+34.0592851,-118.2395097","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207103","+34.0644824,-118.2392725","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207301","+34.0465369,-118.2516175","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207302","+34.0475500,-118.2477263","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207400","+34.0561941,-118.2466502","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207501","+34.0564422,-118.2529675","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207502","+34.0527070,-118.2530840","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037207710","+34.0468661,-118.2616851","29.77943993","17.26370049","2.630584717","73.11111111","6.50281e-06"
"CA","Los Angeles","06037207900","+34.0405276,-118.2601678","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208000","+34.0625684,-118.2560631","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208301","+34.0619781,-118.2658492","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208302","+34.0634788,-118.2624816","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208401","+34.0637659,-118.2691298","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208402","+34.0683668,-118.2660090","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208501","+34.0695316,-118.2719463","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208502","+34.0660490,-118.2741645","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208610","+34.0721590,-118.2817725","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208620","+34.0697090,-118.2779829","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208710","+34.0657276,-118.2825413","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208720","+34.0627628,-118.2811045","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208801","+34.0596750,-118.2770843","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208802","+34.0621454,-118.2786688","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208902","+34.0564462,-118.2723721","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208903","+34.0597996,-118.2733596","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037208904","+34.0595681,-118.2700929","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209102","+34.0551862,-118.2675212","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209103","+34.0571100,-118.2640302","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209104","+34.0591782,-118.2663761","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209200","+34.0542091,-118.2610818","29.77943993","17.26370049","2.630584717","73.11111111","1.80425e-05"
"CA","Los Angeles","06037209300","+34.0507300,-118.2683015","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209401","+34.0567212,-118.2815247","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209402","+34.0546619,-118.2772210","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209403","+34.0531328,-118.2738446","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209510","+34.0529626,-118.2819584","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209520","+34.0505519,-118.2769503","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209810","+34.0491173,-118.2823449","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037209820","+34.0472132,-118.2782548","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037210010","+34.0468510,-118.2723121","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211000","+34.0677859,-118.3317418","29.77943993","17.26370049","2.630584717","73.11111111","2.3448e-05"
"CA","Los Angeles","06037211120","+34.0652365,-118.2877775","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211121","+34.0730101,-118.2854106","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211122","+34.0726794,-118.2892234","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211201","+34.0745294,-118.2984693","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211202","+34.0745209,-118.2941130","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211310","+34.0709091,-118.2984930","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211320","+34.0708715,-118.2941394","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211410","+34.0726142,-118.3073155","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211420","+34.0726364,-118.3029424","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211500","+34.0724565,-118.3152596","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211701","+34.0653405,-118.3184531","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211703","+34.0671467,-118.3115820","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211704","+34.0635115,-118.3115783","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211802","+34.0635374,-118.3047254","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211803","+34.0671880,-118.3022323","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211804","+34.0671619,-118.3066067","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211910","+34.0672078,-118.2985036","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211921","+34.0672320,-118.2929020","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037211922","+34.0672221,-118.2953981","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212101","+34.0635956,-118.2941415","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212102","+34.0635726,-118.2984976","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212202","+34.0563658,-118.2879321","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212203","+34.0597622,-118.2903562","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212204","+34.0598252,-118.2865323","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212303","+34.0597633,-118.2935144","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212304","+34.0598537,-118.2979144","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212305","+34.0561038,-118.2981624","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212306","+34.0561280,-118.2940727","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212410","+34.0595607,-118.3022262","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212420","+34.0560876,-118.3019777","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212501","+34.0560700,-118.3053637","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212502","+34.0586417,-118.3069674","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212610","+34.0598448,-118.3138698","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212620","+34.0563607,-118.3130597","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212701","+34.0543037,-118.3193139","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212702","+34.0585147,-118.3261907","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212800","+34.0518662,-118.3305985","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037212900","+34.0494541,-118.3215149","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213100","+34.0506364,-118.3126928","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213201","+34.0526559,-118.3045301","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213202","+34.0490294,-118.3045035","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213310","+34.0508743,-118.2978915","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213320","+34.0508830,-118.2937000","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213401","+34.0537069,-118.2879026","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037213402","+34.0498405,-118.2878882","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214000","+34.0748535,-118.3485020","29.77943993","17.26370049","2.630584717","73.11111111","1.35922e-07"
"CA","Los Angeles","06037214100","+34.0746639,-118.3392739","29.77943993","17.26370049","2.630584717","73.11111111","2.18476e-08"
"CA","Los Angeles","06037214400","+34.0781666,-118.3573276","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214501","+34.0712362,-118.3578948","29.77943993","17.26370049","2.630584717","73.11111111","2.62108e-05"
"CA","Los Angeles","06037214502","+34.0680052,-118.3504042","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214503","+34.0668419,-118.3541156","29.77943993","17.26370049","2.630584717","73.11111111","3.42285e-05"
"CA","Los Angeles","06037214600","+34.0727874,-118.3656444","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214700","+34.0664969,-118.3661529","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214800","+34.0713896,-118.3730515","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214901","+34.0742811,-118.3872385","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037214902","+34.0729596,-118.3800927","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037215101","+34.0636762,-118.3535529","29.77943993","17.26370049","2.630584717","73.11111111","2.43411e-05"
"CA","Los Angeles","06037215102","+34.0649905,-118.3456014","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216100","+34.0569256,-118.3379721","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216200","+34.0571243,-118.3482415","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216300","+34.0599709,-118.3622105","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216401","+34.0566897,-118.3797435","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216402","+34.0611535,-118.3804364","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216700","+34.0482451,-118.3719490","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216800","+34.0557841,-118.3706043","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037216900","+34.0499363,-118.3631083","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037217001","+34.0523836,-118.3870300","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037217002","+34.0495333,-118.3804933","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037217100","+34.0489658,-118.3545296","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037217200","+34.0495840,-118.3424594","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037218110","+34.0443254,-118.3275531","29.77943993","17.26370049","2.630584717","73.11111111","0"
