"state","county","fips_code","geographic_coordinates","days_with_maximum_temperature_above_35_c","days_with_maximum_temperature_above_40c","maximum_of_maximum_temperatures","drought_-_annualized_frequency","wildfire_-_annualized_frequency"
"CA","Los Angeles","6037108101","+34.2793058,-118.5416524","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.566743320192729"
"CA","Los Angeles","6037108102","+34.2804584,-118.5550665","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.753422032413491"
"CA","Los Angeles","6037108103","+34.2864236,-118.5400017","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.862489049496277"
"CA","Los Angeles","6037108104","+34.2943135,-118.5460083","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.847705869469996"
"CA","Los Angeles","6037108201","+34.2868634,-118.5642340","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.88332238282961"
"CA","Los Angeles","6037108202","+34.2860950,-118.5796806","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.973951489268506"
"CA","Los Angeles","6037109100","+34.2771693,-118.4631511","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.783576982041174"
"CA","Los Angeles","6037109200","+34.2779980,-118.4746272","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.798141151992992"
"CA","Los Angeles","6037109300","+34.2711982,-118.4804333","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.635183968462549"
"CA","Los Angeles","6037109400","+34.2687178,-118.4556969","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.466833661848445"
"CA","Los Angeles","6037109500","+34.2703268,-118.4389293","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.414325996495839"
"CA","Los Angeles","6037109601","+34.2593157,-118.4495333","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.706061103810775"
"CA","Los Angeles","6037109603","+34.2536518,-118.4654157","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.315292378449409"
"CA","Los Angeles","6037109604","+34.2615445,-118.4653518","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037109700","+34.2619343,-118.4808881","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037109800","+34.2537115,-118.4815974","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037111100","+34.2683099,-118.4950694","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037111201","+34.2748338,-118.5101489","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.465245838808585"
"CA","Los Angeles","6037111202","+34.2684432,-118.5148271","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.24147229522558"
"CA","Los Angeles","6037111204","+34.2619679,-118.5474393","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.289394437144109"
"CA","Los Angeles","6037111205","+34.2540547,-118.5352005","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.468777376259308"
"CA","Los Angeles","6037111206","+34.2690645,-118.5343557","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.509006789312308"
"CA","Los Angeles","6037111301","+34.2611290,-118.5157706","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.303698532632501"
"CA","Los Angeles","6037111302","+34.2539511,-118.5128425","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.306586727989488"
"CA","Los Angeles","6037111400","+34.2578116,-118.4961820","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037113101","+34.2654115,-118.5852975","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.791529785370127"
"CA","Los Angeles","6037113102","+34.2660306,-118.5686167","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.780196014016645"
"CA","Los Angeles","6037113211","+34.2674995,-118.6227865","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.983697437582129"
"CA","Los Angeles","6037113212","+34.2606869,-118.6024313","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037113213","+34.2519958,-118.6071365","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0.784562527376259"
"CA","Los Angeles","6037113231","+34.2266028,-118.6502378","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0.987612242663162"
"CA","Los Angeles","6037113232","+34.2258260,-118.6125452","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0.788066688567674"
"CA","Los Angeles","6037113233","+34.2269621,-118.6012203","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0"
"CA","Los Angeles","6037113234","+34.2257746,-118.5939793","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0"
"CA","Los Angeles","6037113235","+34.2382513,-118.6516770","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0.984450284713097"
"CA","Los Angeles","6037113237","+34.2445440,-118.6117577","0.85399841213349","0.855888557104896","0.11377884852301","0.946438348664038","0.958798729741568"
"CA","Los Angeles","6037113301","+34.2440427,-118.5583429","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.381529237844941"
"CA","Los Angeles","6037113303","+34.2440789,-118.5790731","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.415530551905388"
"CA","Los Angeles","6037113321","+34.2533539,-118.5918392","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.510553547963206"
"CA","Los Angeles","6037113322","+34.2536788,-118.5721382","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.254503394656154"
"CA","Los Angeles","6037113401","+34.2272273,-118.5626938","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.411684187472624"
"CA","Los Angeles","6037113421","+34.2335792,-118.5830621","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.383281318440648"
"CA","Los Angeles","6037113422","+34.2242131,-118.5809624","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.444275624178712"
"CA","Los Angeles","6037115101","+34.2394391,-118.5112305","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.494045663600526"
"CA","Los Angeles","6037115103","+34.2438266,-118.5274632","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.593353044240035"
"CA","Los Angeles","6037115104","+34.2374909,-118.5226461","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.171525952693824"
"CA","Los Angeles","6037115201","+34.2441108,-118.5382749","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.3392602934735"
"CA","Los Angeles","6037115202","+34.2332349,-118.5376549","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.279812746386334"
"CA","Los Angeles","6037115301","+34.2422846,-118.5480890","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.350183420937363"
"CA","Los Angeles","6037115302","+34.2259651,-118.5503049","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037115401","+34.2248079,-118.5151270","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.558160862899693"
"CA","Los Angeles","6037115403","+34.2247342,-118.5317299","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037115404","+34.2255624,-118.5416703","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117101","+34.2391374,-118.4621302","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117102","+34.2481946,-118.4598237","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.538094064826982"
"CA","Los Angeles","6037117201","+34.2426724,-118.4700895","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117202","+34.2429124,-118.4788675","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.666570849759089"
"CA","Los Angeles","6037117301","+34.2421587,-118.4896512","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117302","+34.2381430,-118.4987424","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117303","+34.2281097,-118.4912814","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.566757008322383"
"CA","Los Angeles","6037117404","+34.2284788,-118.4790770","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117405","+34.2337312,-118.4702311","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117407","+34.2301059,-118.4703117","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117408","+34.2248464,-118.4703709","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117510","+34.2336780,-118.4621485","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117520","+34.2300853,-118.4621861","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037117530","+34.2264373,-118.4643776","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119001","+34.2351095,-118.4203143","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.537478098992554"
"CA","Los Angeles","6037119002","+34.2469249,-118.4275349","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119201","+34.2462338,-118.4406390","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119202","+34.2547197,-118.4424803","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.537929807271135"
"CA","Los Angeles","6037119310","+34.2450202,-118.4516702","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.41398379325449"
"CA","Los Angeles","6037119320","+34.2369427,-118.4547256","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119340","+34.2336090,-118.4519009","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119341","+34.2371667,-118.4458757","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119342","+34.2407688,-118.4472671","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119400","+34.2378874,-118.4353682","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119700","+34.2207731,-118.4257669","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037119800","+34.2329132,-118.4291943","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.288641590013141"
"CA","Los Angeles","6037119900","+34.2278369,-118.4412802","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120010","+34.2191995,-118.4622655","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120020","+34.2188235,-118.4548516","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.307408015768725"
"CA","Los Angeles","6037120030","+34.2152447,-118.4518430","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.423113775733684"
"CA","Los Angeles","6037120103","+34.2297196,-118.4517984","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120104","+34.2239630,-118.4493666","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120105","+34.2340798,-118.4488025","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120106","+34.2231020,-118.4563804","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120107","+34.2264190,-118.4563804","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120108","+34.2300529,-118.4563783","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037120300","+34.2152914,-118.4408399","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.378257774857643"
"CA","Los Angeles","6037120400","+34.2188821,-118.4323396","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037121010","+34.2239130,-118.4039440","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.649145860709593"
"CA","Los Angeles","6037121020","+34.2121219,-118.4020625","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.558051357862462"
"CA","Los Angeles","6037121101","+34.2244170,-118.3654295","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037121102","+34.2375326,-118.3841883","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.811541830924223"
"CA","Los Angeles","6037121210","+34.2402959,-118.4039928","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.708661848445028"
"CA","Los Angeles","6037121221","+34.2276073,-118.3955564","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037121222","+34.2321411,-118.3919494","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.356507336837495"
"CA","Los Angeles","6037121600","+34.2110690,-118.4105915","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.605124835742444"
"CA","Los Angeles","6037121801","+34.2114871,-118.3928771","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037121802","+34.2192112,-118.3913647","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037121900","+34.2178580,-118.3831998","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.587248138414367"
"CA","Los Angeles","6037122000","+34.2147689,-118.4183782","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.677699299167762"
"CA","Los Angeles","6037122120","+34.2107757,-118.3719094","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037122121","+34.2142143,-118.3705556","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037122122","+34.2197648,-118.3736105","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.568043692509855"
"CA","Los Angeles","6037122200","+34.2143159,-118.3594527","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.417241568112133"
"CA","Los Angeles","6037122410","+34.2044832,-118.3919739","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037122420","+34.2036100,-118.3832842","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123010","+34.2027436,-118.3745717","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.553766973280771"
"CA","Los Angeles","6037123020","+34.2047368,-118.3664946","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123103","+34.1921320,-118.3654030","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.625615965834428"
"CA","Los Angeles","6037123104","+34.1828906,-118.3650028","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123203","+34.1967006,-118.3916113","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123204","+34.1939360,-118.3943295","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123205","+34.1945637,-118.3835614","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123206","+34.1937075,-118.3748665","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.317181340341656"
"CA","Los Angeles","6037123301","+34.2003101,-118.4001225","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.40611311870346"
"CA","Los Angeles","6037123303","+34.1972751,-118.4116037","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123304","+34.1965389,-118.4060882","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.646161848445028"
"CA","Los Angeles","6037123410","+34.1993793,-118.4214325","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123420","+34.1930330,-118.4146718","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123510","+34.1953384,-118.4290714","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123520","+34.1884912,-118.4236080","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123601","+34.1774941,-118.4162038","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.294828624616732"
"CA","Los Angeles","6037123602","+34.1812199,-118.4263255","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123700","+34.1848596,-118.4095169","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123800","+34.1797368,-118.4014361","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037123901","+34.1854544,-118.3938003","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.404538983793255"
"CA","Los Angeles","6037123902","+34.1758783,-118.3922288","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124000","+34.1619336,-118.4045529","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.293925208059571"
"CA","Los Angeles","6037124102","+34.1757824,-118.3833988","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124103","+34.1884919,-118.3834122","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124104","+34.1848613,-118.3834100","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124105","+34.1812289,-118.3834061","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124201","+34.1848664,-118.3746763","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.303205759964958"
"CA","Los Angeles","6037124203","+34.1776041,-118.3746650","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124204","+34.1739725,-118.3746553","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124300","+34.1757378,-118.3642963","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0"
"CA","Los Angeles","6037124400","+34.1739658,-118.4114177","0.85399841213349","0.855888557104896","0.11377884852301","0.968106657906264","0.214766754270696"
